Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
15,2004,SS,Jesse Garcia,30,50,118,115,14,29,4,1,1,10,1,2,1,16,0.252,0.265,0.33,0.595,53,38,2,1,1,0,0,Right,No
16,2004,UT,Mike Hessman,26,29,71,69,8,9,3,0,2,5,0,0,1,24,0.13,0.155,0.261,0.416,5,18,0,1,0,0,0,Right,No
17,2004,IF,Wilson Betemit,22,22,52,47,2,8,0,0,0,3,0,1,4,16,0.17,0.231,0.17,0.401,6,8,0,0,0,1,0,Right,Yes
18,2004,OF,Damon Hollins,30,7,23,22,3,8,2,0,0,5,0,0,0,4,0.364,0.364,0.455,0.818,110,10,0,0,1,0,0,Right,No
19,2004,P,John Thomson,30,31,76,66,3,13,1,0,0,4,0,0,0,24,0.197,0.197,0.212,0.409,6,14,2,0,10,0,0,Right,No
20,2004,P,Mike Hampton,31,35,71,64,7,11,3,0,2,7,0,0,3,23,0.172,0.209,0.313,0.521,32,20,1,0,4,0,0,Right,No
21,2004,P,Russ Ortiz,30,32,71,59,1,6,2,0,0,1,0,0,1,17,0.102,0.131,0.136,0.267,-31,8,1,1,10,0,0,Right,No
22,2004,P,Jaret Wright,28,30,65,57,4,6,1,0,1,4,0,0,2,33,0.105,0.136,0.175,0.311,-20,10,0,0,6,0,0,Right,No
23,2004,P,Paul Byrd,33,18,43,30,2,6,0,0,0,4,0,0,5,7,0.2,0.314,0.2,0.514,37,6,0,0,8,0,0,Right,No
24,2004,P,Horacio Ramirez,24,11,22,21,0,2,0,0,0,1,0,0,0,5,0.095,0.095,0.095,0.19,-50,2,0,0,1,0,0,Left,No
25,2004,P,Travis Smith,31,14,8,8,0,1,0,0,0,0,0,0,0,1,0.125,0.125,0.125,0.25,-35,1,0,0,0,0,0,Right,No
26,2004,P,Juan Cruz,25,47,6,5,1,1,1,0,0,0,0,0,1,3,0.2,0.333,0.4,0.733,88,2,0,0,0,0,0,Right,No
27,2004,P,Tim Drew,25,12,3,2,1,0,0,0,0,0,0,0,1,1,0.0,0.333,0.0,0.333,-3,0,0,0,0,0,0,Right,No
28,2004,P,José Capellán,23,3,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
29,2004,P,John Smoltz,37,69,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
30,2004,P,Antonio Alfonseca,32,76,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
31,2004,P,Sam McConnell,28,8,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
32,2004,P,Armando Almanza,31,11,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,Left,No
33,2004,P,Kevin Gryboski,30,67,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
34,2004,P,Will Cunnane,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
35,2004,P,Tom Martin,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
36,2004,P,Dan Meyer,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
37,2004,P,Chris Reitsma,26,80,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
38,2004,P,C.J. Nitkowski,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
39,2004,P,Román Colón,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2003,C,Javy Lopez,32,129,495,457,89,150,29,3,43,109,0,1,33,90,0.328,0.378,0.687,1.065,169,314,10,4,0,1,5,Right,No
2,2003,1B,Robert Fick,29,126,460,409,52,110,26,1,11,80,1,0,42,47,0.269,0.335,0.418,0.753,95,171,9,2,0,7,4,Left,No
3,2003,2B,Marcus Giles,25,145,635,551,101,174,49,2,21,69,14,4,59,80,0.316,0.39,0.526,0.917,136,290,7,11,10,4,2,Right,No
4,2003,SS,Rafael Furcal,25,156,734,664,130,194,35,10,15,61,25,2,60,76,0.292,0.352,0.443,0.794,105,294,1,3,3,4,2,Right,Yes
5,2003,3B,Vinny Castilla,35,147,578,542,65,150,28,3,22,76,1,2,26,86,0.277,0.31,0.461,0.771,97,250,22,3,1,6,3,Right,No
6,2003,LF,Chipper Jones,31,153,656,555,103,169,33,2,27,106,2,2,94,83,0.305,0.402,0.517,0.92,137,287,10,1,0,6,13,Right,Yes
7,2003,CF,Andruw Jones,26,156,659,595,101,165,28,2,36,116,4,3,53,125,0.277,0.338,0.513,0.851,117,305,18,5,0,6,2,Right,No
8,2003,RF,Gary Sheffield,34,155,678,576,126,190,37,2,39,132,18,4,86,55,0.33,0.419,0.604,1.023,162,348,16,8,0,8,6,Right,No
9,2003,IF,Mark DeRosa,28,103,288,266,40,70,14,0,6,22,1,0,16,49,0.263,0.316,0.383,0.699,81,102,6,5,0,1,0,Right,No
10,2003,1B,Julio Franco,44,103,223,197,28,58,12,2,5,31,0,1,25,43,0.294,0.372,0.452,0.824,113,89,8,0,0,1,5,Right,No
11,2003,OF,Darren Bragg,33,104,181,162,21,39,5,1,0,9,2,1,13,38,0.241,0.305,0.284,0.589,55,46,1,2,4,0,1,Left,No
12,2003,C,Henry Blanco,31,55,166,151,11,30,8,0,1,13,0,0,10,21,0.199,0.252,0.272,0.523,36,41,3,1,3,1,2,Right,No
13,2003,1B,Matt Franco,33,112,148,134,11,33,5,0,3,15,0,1,11,26,0.246,0.299,0.351,0.65,69,47,4,0,1,2,0,Left,No
14,2003,C,Johnny Estrada,27,16,39,36,2,11,0,0,0,2,0,0,0,3,0.306,0.359,0.306,0.665,76,11,1,3,0,0,0,Right,Yes
15,2003,UT,Mike Hessman,25,19,26,21,2,6,2,0,2,3,0,0,5,6,0.286,0.423,0.667,1.09,178,14,2,0,0,0,1,Right,No
16,2003,OF,Ryan Langerhans,23,16,15,15,2,4,0,0,0,0,0,0,0,6,0.267,0.267,0.267,0.533,40,4,1,0,0,0,0,Left,No
17,2003,IF,Jesse Garcia,29,13,10,10,6,4,0,1,0,2,0,1,0,1,0.4,0.4,0.6,1.0,156,6,0,0,0,0,0,Right,No
18,2003,P,Russ Ortiz,29,33,82,70,6,18,4,0,2,10,0,0,4,17,0.257,0.303,0.4,0.703,81,28,1,1,6,1,0,Right,No
19,2003,P,Greg Maddux,37,35,78,68,2,10,3,0,0,2,0,0,1,21,0.147,0.157,0.191,0.348,-10,13,0,0,8,1,0,Right,No
20,2003,P,Mike Hampton,30,31,74,60,6,11,2,1,2,8,0,0,5,13,0.183,0.246,0.35,0.596,53,21,2,0,9,0,0,Right,No
21,2003,P,Horacio Ramirez,23,27,67,61,3,6,0,1,0,2,0,0,0,12,0.098,0.098,0.131,0.23,-41,8,1,0,6,0,0,Left,No
22,2003,P,Shane Reynolds,35,28,65,54,0,5,0,0,0,3,0,0,1,26,0.093,0.109,0.093,0.202,-47,5,1,0,10,0,0,Right,No
23,2003,P,Jung Bong,22,42,7,5,0,0,0,0,0,0,0,0,1,2,0.0,0.167,0.0,0.167,-51,0,0,0,1,0,0,Left,No
24,2003,P,Trey Hodges,25,49,6,5,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
25,2003,P,Jason Marquis,24,21,4,2,0,1,1,0,0,1,0,0,0,0,0.5,0.5,1.0,1.5,277,2,0,0,2,0,0,Left,No
26,2003,P,Kevin Gryboski,29,60,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
27,2003,P,Kent Mercker,35,18,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
28,2003,P,Joey Dawley,31,5,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
29,2003,P,John Smoltz,36,58,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
30,2003,P,Jaret Wright,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
31,2003,P,Will Cunnane,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
32,2003,P,Ray King,29,77,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
33,2003,P,Roberto Hernández,38,64,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
34,2003,P,Darren Holmes,37,44,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2002,C,Javy Lopez,31,109,385,347,31,81,15,0,11,52,0,1,26,63,0.233,0.299,0.372,0.67,74,129,15,8,0,4,8,Right,No
2,2002,1B,Julio Franco,43,125,383,338,51,96,13,1,6,30,5,1,39,75,0.284,0.357,0.382,0.739,94,129,13,1,2,3,3,Right,No
3,2002,2B,Keith Lockhart,37,128,331,296,34,64,13,3,5,32,0,1,27,50,0.216,0.282,0.331,0.613,60,98,4,1,5,2,9,Left,No
4,2002,SS,Rafael Furcal,24,154,693,636,95,175,31,8,8,47,27,15,43,114,0.275,0.323,0.387,0.71,85,246,8,3,9,2,0,Right,Yes
5,2002,3B,Vinny Castilla,34,143,578,543,56,126,23,2,12,61,4,1,22,69,0.232,0.268,0.348,0.616,60,189,22,7,0,6,4,Right,No
6,2002,LF,Chipper Jones,30,158,662,548,90,179,35,1,26,100,8,2,107,89,0.327,0.435,0.536,0.972,153,294,18,2,0,5,23,Right,Yes
7,2002,CF,Andruw Jones,25,154,659,560,91,148,34,0,35,94,8,3,83,135,0.264,0.366,0.513,0.878,127,287,14,10,0,6,4,Right,No
8,2002,RF,Gary Sheffield,33,135,579,492,82,151,26,0,25,84,12,2,72,53,0.307,0.404,0.512,0.916,138,252,16,11,0,4,2,Right,No
9,2002,C,Henry Blanco,30,81,249,221,17,45,9,1,6,22,0,2,20,51,0.204,0.267,0.335,0.602,57,74,5,1,2,5,5,Right,No
10,2002,2B,Marcus Giles,24,68,242,213,27,49,10,1,8,23,1,1,25,41,0.23,0.315,0.399,0.714,86,85,5,2,1,1,3,Right,No
11,2002,RF,Darren Bragg,32,109,240,212,34,57,15,2,3,15,5,2,24,52,0.269,0.347,0.401,0.748,95,85,4,2,1,1,0,Left,No
12,2002,1B,Matt Franco,32,81,233,205,25,65,15,4,6,30,1,0,27,31,0.317,0.395,0.517,0.912,136,106,5,0,0,1,2,Left,No
13,2002,MI,Mark DeRosa,27,72,232,212,24,63,9,2,5,23,2,3,12,24,0.297,0.339,0.429,0.768,100,91,5,3,2,3,3,Right,No
14,2002,CI,Wes Helms,26,85,231,210,20,51,16,0,6,22,1,1,11,57,0.243,0.283,0.405,0.687,77,85,5,3,1,6,2,Right,No
15,2002,UT,B.J. Surhoff,37,25,85,75,5,22,5,0,0,9,1,3,9,5,0.293,0.369,0.36,0.729,92,27,1,0,1,0,0,Left,No
16,2002,2B,Jesse Garcia,28,39,61,61,6,12,1,0,0,5,0,1,0,14,0.197,0.197,0.213,0.41,7,13,1,0,0,0,0,Right,No
17,2002,C,Steve Torrealba,24,13,21,17,1,1,0,0,0,1,0,0,3,4,0.059,0.2,0.059,0.259,-28,1,0,0,1,0,0,Right,No
18,2002,LF,Ryan Langerhans,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
19,2002,P,Tom Glavine,36,36,84,68,0,7,1,0,0,3,0,0,3,13,0.103,0.141,0.118,0.258,-31,8,5,0,13,0,0,Left,No
20,2002,P,Kevin Millwood,27,34,82,70,5,14,5,0,1,11,0,0,0,27,0.2,0.2,0.314,0.514,32,22,0,0,11,0,0,Right,No
21,2002,P,Greg Maddux,36,33,68,59,6,11,3,0,0,2,1,0,0,8,0.186,0.186,0.237,0.424,10,14,0,0,9,0,0,Right,No
22,2002,P,Damian Moss,25,31,60,50,2,5,1,0,0,2,0,0,4,24,0.1,0.167,0.12,0.287,-23,6,0,0,6,0,0,Right,No
23,2002,P,Jason Marquis,23,28,41,38,6,5,0,0,1,1,0,0,0,16,0.132,0.132,0.211,0.342,-12,8,1,0,3,0,0,Left,No
24,2002,P,Albie Lopez,30,28,9,9,0,1,0,0,0,0,0,0,0,6,0.111,0.111,0.111,0.222,-42,1,0,0,0,0,0,Right,No
25,2002,P,Trey Hodges,24,4,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
26,2002,P,Jung Bong,21,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
27,2002,P,Chris Hammond,36,59,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,46,0,0,0,0,0,0,Left,No
28,2002,P,Darren Holmes,36,51,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
29,2002,P,Mike Remlinger,36,68,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
30,2002,P,John Smoltz,35,72,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
31,2002,P,John Ennis,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
32,2002,P,Tim Spooneybarger,22,50,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,2002,P,Kevin Gryboski,28,53,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
34,2002,P,John Foster,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
35,2002,P,Andy Pratt,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
36,2002,P,Kerry Ligtenberg,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
37,2002,P,Joey Dawley,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
38,2002,P,Aaron Small,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2001,C,Javy Lopez,30,128,482,438,45,117,16,1,17,66,1,0,28,82,0.267,0.322,0.425,0.747,89,186,12,10,1,5,3,Right,No
2,2001,1B,Rico Brogna,31,72,223,206,15,51,9,0,3,21,3,1,14,46,0.248,0.297,0.335,0.632,62,69,9,1,1,1,1,Left,No
3,2001,2B,Quilvio Veras,30,71,295,258,39,65,14,2,3,25,7,4,24,52,0.252,0.33,0.357,0.686,76,92,4,7,4,2,1,Right,Yes
4,2001,SS,Rafael Furcal,23,79,359,324,39,89,19,0,4,30,22,6,24,56,0.275,0.321,0.37,0.691,77,120,5,1,4,6,1,Right,Yes
5,2001,3B,Chipper Jones,29,159,677,572,113,189,33,5,38,102,9,10,98,82,0.33,0.427,0.605,1.032,160,346,13,2,0,5,20,Right,Yes
6,2001,LF,B.J. Surhoff,36,141,531,484,68,131,33,1,10,58,9,3,38,48,0.271,0.321,0.405,0.726,84,196,5,1,1,7,5,Left,No
7,2001,CF,Andruw Jones,24,161,693,625,104,157,25,2,34,104,11,4,56,142,0.251,0.312,0.461,0.772,94,288,10,3,0,9,3,Right,No
8,2001,RF,Brian Jordan,34,148,605,560,82,165,32,3,25,97,3,2,31,88,0.295,0.334,0.496,0.83,109,278,18,6,0,8,3,Right,No
9,2001,2B,Marcus Giles,23,68,273,244,36,64,10,2,9,31,2,5,28,37,0.262,0.338,0.43,0.769,95,105,8,0,1,0,0,Right,No
10,2001,OF,Dave Martinez,36,120,259,237,33,68,11,3,2,20,3,3,21,44,0.287,0.347,0.384,0.731,87,91,10,1,0,0,0,Left,No
11,2001,1B,Wes Helms,25,100,239,216,28,48,10,3,10,36,1,1,21,56,0.222,0.293,0.435,0.728,83,94,3,1,0,1,2,Right,No
12,2001,2B,Keith Lockhart,36,104,199,178,17,39,6,0,3,12,1,2,16,22,0.219,0.289,0.303,0.593,52,54,1,2,2,1,1,Left,No
13,2001,1B,Ken Caminiti,38,64,193,171,12,38,9,0,6,16,0,1,21,44,0.222,0.306,0.38,0.686,74,65,2,0,0,1,1,Right,Yes
14,2001,SS,Mark DeRosa,26,66,184,164,27,47,8,0,3,20,2,1,12,19,0.287,0.35,0.39,0.74,89,64,3,5,1,2,6,Right,No
15,2001,SS,Rey Sanchez,33,49,163,154,10,35,4,1,0,9,2,0,4,15,0.227,0.245,0.266,0.512,31,41,9,0,4,1,1,Right,No
16,2001,C,Paul Bako,29,61,157,137,19,29,10,1,2,15,1,0,20,34,0.212,0.312,0.343,0.655,68,47,3,0,0,0,2,Left,No
17,2001,LF,Bernard Gilkey,34,69,121,106,8,29,6,0,2,14,0,1,11,31,0.274,0.339,0.387,0.726,85,41,4,1,0,3,0,Right,No
18,2001,1B,Julio Franco,42,25,101,90,13,27,4,0,3,11,0,0,10,20,0.3,0.376,0.444,0.821,109,40,3,1,0,0,1,Right,No
19,2001,C,Eddie Pérez,33,5,10,10,0,3,0,0,0,0,0,0,0,2,0.3,0.3,0.3,0.6,55,3,0,0,0,0,0,Right,No
20,2001,MI,Kurt Abbott,32,6,9,9,0,2,0,0,0,0,1,0,0,3,0.222,0.222,0.222,0.444,15,2,0,0,0,0,0,Right,No
21,2001,MI,Jesse Garcia,27,22,6,5,3,1,0,0,0,0,6,2,0,1,0.2,0.2,0.2,0.4,3,1,0,0,1,0,0,Right,No
22,2001,OF,Cory Aldridge,22,8,5,5,1,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
23,2001,SS,Wilson Betemit,19,8,5,3,1,0,0,0,0,0,1,0,2,3,0.0,0.4,0.0,0.4,16,0,0,0,0,0,0,Right,Yes
24,2001,C,Steve Torrealba,23,2,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,158,1,1,0,0,0,0,Right,No
25,2001,P,Greg Maddux,35,34,81,64,3,12,0,0,0,3,0,0,2,19,0.188,0.235,0.188,0.423,11,12,1,2,13,0,0,Right,No
26,2001,P,Tom Glavine,35,32,78,57,4,8,2,0,0,2,0,0,4,21,0.14,0.197,0.175,0.372,-3,10,0,0,17,0,0,Left,No
27,2001,P,John Burkett,36,32,75,65,2,6,0,0,0,1,0,0,3,29,0.092,0.132,0.092,0.225,-41,6,5,0,7,0,0,Right,No
28,2001,P,Kevin Millwood,26,21,45,43,3,4,0,0,0,2,0,0,1,16,0.093,0.114,0.093,0.207,-46,4,1,0,1,0,0,Right,No
29,2001,P,Jason Marquis,22,37,35,31,3,1,0,0,0,0,0,0,2,10,0.032,0.091,0.032,0.123,-66,1,0,0,2,0,0,Left,No
30,2001,P,Odalis Perez,23,24,29,26,1,5,1,0,0,1,0,0,0,6,0.192,0.222,0.231,0.453,16,6,1,1,2,0,0,Left,No
31,2001,P,John Smoltz,34,35,10,7,0,0,0,0,0,0,0,0,1,3,0.0,0.125,0.0,0.125,-64,0,1,0,2,0,0,Right,No
32,2001,P,Steve Karsay,29,43,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,2001,P,Damian Moss,24,5,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,46,0,0,0,0,0,0,Right,No
34,2001,P,Mike Remlinger,35,71,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
35,2001,P,José Cabrera,29,53,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,2001,P,Trey Moore,28,2,1,1,0,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,639,2,0,0,0,0,0,Left,No
37,2001,P,Marc Valdes,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
38,2001,P,Scott Sobkowiak,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
39,2001,P,Matt Whiteside,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,2001,P,John Rocker,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,2001,P,Kerry Ligtenberg,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,2001,P,Tim Spooneybarger,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
43,2001,P,Rudy Seanez,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
44,2001,P,Steve Reed,36,37,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
45,2001,P,Chris Seelbach,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
46,2001,P,Joe Nelson,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
47,2001,P,Joe Slusarski,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2000,C,Javy Lopez,29,134,525,481,60,138,21,1,24,89,0,0,35,80,0.287,0.337,0.484,0.822,105,233,20,4,0,5,3,Right,No
2,2000,1B,Andrés Galarraga,39,141,548,494,67,149,25,1,28,100,3,5,36,126,0.302,0.369,0.526,0.895,123,260,15,17,0,1,5,Right,No
3,2000,2B,Quilvio Veras,29,84,364,298,56,92,15,0,5,37,25,12,51,50,0.309,0.413,0.409,0.823,110,122,8,5,6,4,0,Right,Yes
4,2000,SS,Rafael Furcal,22,131,542,455,87,134,20,4,4,37,40,14,73,80,0.295,0.394,0.382,0.776,98,174,2,3,9,2,0,Right,Yes
5,2000,3B,Chipper Jones,28,156,686,579,118,180,38,1,36,111,14,7,95,64,0.311,0.404,0.566,0.97,142,328,14,2,0,10,10,Right,Yes
6,2000,LF,Reggie Sanders,32,103,377,340,43,79,23,1,11,37,21,4,32,78,0.232,0.302,0.403,0.705,76,137,9,2,3,0,2,Right,No
7,2000,CF,Andruw Jones,23,161,729,656,122,199,36,6,36,104,21,6,59,100,0.303,0.366,0.541,0.907,126,355,12,9,0,5,0,Right,No
8,2000,RF,Brian Jordan,33,133,537,489,71,129,26,0,17,77,10,2,38,80,0.264,0.32,0.421,0.742,86,206,12,5,0,5,1,Right,No
9,2000,2B,Keith Lockhart,35,113,313,275,32,73,12,3,2,32,4,1,29,31,0.265,0.331,0.353,0.684,73,97,10,0,5,4,7,Left,No
10,2000,LF,Bobby Bonilla,37,114,278,239,23,61,13,3,5,28,0,0,37,51,0.255,0.356,0.397,0.754,91,95,3,1,0,1,2,Right,Yes
11,2000,1B,Wally Joyner,38,119,260,224,24,63,12,0,5,32,0,0,31,31,0.281,0.365,0.402,0.767,94,90,2,1,0,4,3,Left,No
12,2000,SS,Walt Weiss,36,80,227,192,29,50,6,2,0,18,1,1,26,32,0.26,0.353,0.313,0.665,71,60,2,3,3,3,1,Right,Yes
13,2000,LF,B.J. Surhoff,35,44,143,128,13,37,9,2,1,11,3,0,12,12,0.289,0.352,0.414,0.766,93,53,5,1,1,1,0,Left,No
14,2000,OF,Trent Hubbard,36,61,96,81,15,15,2,1,1,6,2,1,11,20,0.185,0.29,0.272,0.562,44,22,1,1,3,0,0,Right,No
15,2000,C,Paul Bako,28,24,63,58,8,11,4,0,2,6,0,0,5,15,0.19,0.254,0.362,0.616,54,21,2,0,0,0,3,Left,No
16,2000,C,Fernando Lunar,23,22,60,54,5,10,1,0,0,5,0,2,3,15,0.185,0.267,0.204,0.47,22,11,2,3,0,0,1,Right,No
17,2000,OF,George Lombard,24,27,41,39,8,4,0,0,0,2,4,0,1,14,0.103,0.146,0.103,0.249,-35,4,2,1,0,0,0,Left,No
18,2000,UT,Steve Sisco,30,25,30,27,4,5,0,0,1,2,0,0,3,4,0.185,0.267,0.296,0.563,42,8,1,0,0,0,0,Right,No
19,2000,C,Eddie Pérez,32,7,22,22,0,4,1,0,0,3,0,0,0,2,0.182,0.182,0.227,0.409,3,5,0,0,0,0,0,Right,No
20,2000,SS,Mark DeRosa,25,22,15,13,9,4,1,0,0,3,0,0,2,1,0.308,0.4,0.385,0.785,100,5,0,0,0,0,0,Right,No
21,2000,UT,Tim Unroe,29,4,7,5,0,0,0,0,0,0,0,0,1,2,0.0,0.167,0.0,0.167,-52,0,0,0,1,0,0,Right,No
22,2000,3B,Wes Helms,24,6,5,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,2,1,0,0,0,0,0,Right,No
23,2000,,Brian Hunter,32,2,2,2,1,1,0,0,1,1,0,0,0,0,0.5,0.5,2.0,2.5,491,4,0,0,0,0,0,Right,No
24,2000,OF,Pedro Swann,29,4,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
25,2000,C,Mike Hubbard,29,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
