Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
18,1982,UT,Bob Porter,22,24,29,27,1,3,0,0,0,0,0,0,1,9,0.111,0.143,0.111,0.254,-29,3,0,0,1,0,0,Left,No
19,1982,C,Larry Owen,27,2,3,3,1,1,1,0,0,0,0,0,0,1,0.333,0.333,0.667,1.0,170,2,0,0,0,0,0,Right,No
20,1982,,Paul Runge,24,4,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
21,1982,SS,Paul Zuvella,23,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
22,1982,,Albert Hall,24,5,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,Yes
23,1982,P,Phil Niekro,43,35,91,87,6,17,4,0,1,7,0,0,0,16,0.195,0.193,0.276,0.469,28,24,4,0,3,1,0,Right,No
24,1982,P,Rick Mahler,28,39,73,58,5,11,0,0,1,4,0,0,4,17,0.19,0.242,0.241,0.483,34,14,0,0,11,0,0,Right,No
25,1982,P,Bob Walk,25,32,63,51,2,10,0,0,0,6,0,1,6,17,0.196,0.281,0.196,0.477,34,10,0,0,6,0,0,Right,No
26,1982,P,Rick Camp,29,51,48,41,0,1,1,0,0,0,0,0,2,23,0.024,0.07,0.049,0.119,-67,2,0,0,5,0,0,Right,No
27,1982,P,Steve Bedrosian,24,64,31,26,0,1,0,0,0,0,0,0,1,6,0.038,0.074,0.038,0.113,-68,1,0,0,4,0,0,Right,No
28,1982,P,Pascual Perez,25,16,26,18,2,3,2,0,0,0,0,0,3,6,0.167,0.286,0.278,0.563,56,5,0,0,5,0,0,Right,No
29,1982,P,Ken Dayley,23,20,23,20,1,5,0,0,0,1,0,1,2,9,0.25,0.318,0.25,0.568,59,5,0,0,1,0,0,Left,No
30,1982,P,Gene Garber,34,69,20,15,1,2,0,0,0,0,0,0,2,6,0.133,0.235,0.133,0.369,4,2,0,0,2,0,0,Right,No
31,1982,P,Tommy Boggs,26,10,18,17,1,4,0,0,0,2,0,0,0,4,0.235,0.235,0.235,0.471,30,4,0,0,1,0,0,Right,No
32,1982,P,Joe Cowley,23,17,16,15,0,3,0,0,0,0,0,0,0,4,0.2,0.2,0.2,0.4,11,3,0,0,1,0,0,Right,No
33,1982,P,Larry McWilliams,28,27,8,6,0,1,0,0,0,0,0,0,1,5,0.167,0.286,0.167,0.452,28,1,0,0,1,0,0,Left,No
34,1982,P,Preston Hanna,27,20,5,5,1,2,1,0,0,1,0,0,0,0,0.4,0.4,0.6,1.0,173,3,0,0,0,0,0,Right,No
35,1982,P,Carlos Diaz,24,19,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,1982,P,Al Hrabosky,32,31,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,85,1,0,0,0,0,0,Right,No
37,1982,P,Donnie Moore,28,16,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
38,1982,P,José Álvarez,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
39,1982,P,Tom Hausman,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1981,C,Bruce Benedict,25,90,339,295,26,78,12,1,5,35,1,1,33,21,0.264,0.341,0.363,0.704,98,107,8,3,5,3,4,Right,No
2,1981,1B,Chris Chambliss,32,107,455,404,44,110,25,2,8,51,4,1,44,41,0.272,0.343,0.403,0.746,109,163,11,1,2,3,10,Left,No
3,1981,2B,Glenn Hubbard,23,99,400,361,39,85,13,5,6,33,4,2,33,59,0.235,0.302,0.349,0.651,83,126,7,2,3,1,2,Right,No
4,1981,SS,Rafael Ramirez,23,95,342,307,30,67,16,2,2,20,7,3,24,47,0.218,0.276,0.303,0.579,63,93,3,1,9,1,3,Right,No
5,1981,3B,Bob Horner,23,79,336,300,42,83,10,0,15,42,2,3,32,39,0.277,0.345,0.46,0.805,125,138,6,1,0,3,3,Right,No
6,1981,LF,Rufino Linares,30,78,265,253,27,67,9,2,5,25,8,4,9,28,0.265,0.289,0.375,0.664,86,95,12,0,2,1,2,Right,No
7,1981,CF,Dale Murphy,25,104,416,369,43,91,12,1,13,50,14,5,44,72,0.247,0.325,0.39,0.716,100,144,10,0,1,2,8,Right,No
8,1981,RF,Claudell Washington,26,85,349,320,37,93,22,3,5,37,12,6,15,47,0.291,0.328,0.425,0.753,111,136,6,4,8,2,1,Left,No
9,1981,LF,Eddie Miller,24,50,146,134,29,31,3,1,0,7,23,5,7,29,0.231,0.285,0.269,0.553,56,36,1,3,2,0,1,Right,Yes
10,1981,LF,Brett Butler,24,40,145,126,17,32,2,3,0,4,9,1,19,17,0.254,0.352,0.317,0.669,89,40,0,0,0,0,0,Left,No
11,1981,3B,Biff Pocoroba,27,57,140,122,4,22,4,0,0,8,0,0,12,15,0.18,0.265,0.213,0.478,36,26,5,2,4,0,1,Right,Yes
12,1981,IF,Jerry Royster,28,64,105,93,13,19,4,1,0,9,7,5,7,14,0.204,0.257,0.269,0.526,48,25,2,0,4,1,0,Right,No
13,1981,OF,Brian Asselstine,27,56,91,86,8,22,5,0,2,10,1,0,5,7,0.256,0.297,0.384,0.68,90,33,4,0,0,0,0,Left,No
14,1981,OF,Terry Harper,25,40,85,73,9,19,1,0,2,8,5,1,11,17,0.26,0.353,0.356,0.709,100,26,2,0,0,1,0,Right,No
15,1981,IF,Luis Gómez,29,35,41,35,4,7,0,0,0,1,0,1,6,4,0.2,0.317,0.2,0.517,48,7,0,0,0,0,0,Right,No
16,1981,C,Matt Sinatro,21,12,37,32,4,9,1,1,0,4,1,0,5,4,0.281,0.378,0.375,0.753,112,12,0,0,0,0,1,Right,No
17,1981,SS,Paul Runge,23,10,31,27,2,7,1,0,0,2,0,0,4,4,0.259,0.355,0.296,0.651,85,8,1,0,0,0,0,Right,No
18,1981,C,Larry Owen,26,13,17,16,0,0,0,0,0,0,0,0,1,4,0.0,0.059,0.0,0.059,-82,0,0,0,0,0,0,Right,No
19,1981,,Bob Porter,21,17,16,14,2,4,1,0,0,4,0,0,2,1,0.286,0.375,0.357,0.732,107,5,0,0,0,0,0,Left,No
20,1981,UT,Bill Nahorodny,27,14,14,13,0,3,1,0,0,2,0,0,1,3,0.231,0.286,0.308,0.593,67,4,0,0,0,0,1,Right,No
21,1981,LF,Mike Lum,35,10,13,11,1,1,0,0,0,0,0,0,2,2,0.091,0.231,0.091,0.322,-7,1,0,0,0,0,1,Left,No
22,1981,3B,Brook Jacoby,21,11,10,10,0,2,0,0,0,1,0,0,0,3,0.2,0.2,0.2,0.4,13,2,1,0,0,0,0,Right,No
23,1981,OF,Larry Whisenton,24,9,7,5,1,1,0,0,0,0,0,0,2,1,0.2,0.429,0.2,0.629,82,1,0,0,0,0,0,Left,No
24,1981,1B,Ken Smith,23,5,3,3,0,1,1,0,0,0,0,0,0,1,0.333,0.333,0.667,1.0,175,2,0,0,0,0,0,Left,No
25,1981,OF,Albert Hall,23,6,3,2,1,0,0,0,0,0,0,0,1,1,0.0,0.333,0.0,0.333,1,0,0,0,0,0,0,Right,Yes
26,1981,P,Phil Niekro,42,22,55,52,1,4,0,0,0,1,0,0,0,11,0.077,0.077,0.077,0.154,-57,4,0,0,3,0,0,Right,No
27,1981,P,Gaylord Perry,42,24,54,48,5,12,2,0,1,7,0,0,0,10,0.25,0.265,0.354,0.619,73,17,3,1,5,0,0,Right,No
28,1981,P,Tommy Boggs,25,25,47,46,2,7,1,0,0,3,0,0,0,6,0.152,0.152,0.174,0.326,-8,8,1,0,1,0,0,Right,No
29,1981,P,Rick Mahler,27,34,29,27,0,4,1,0,0,2,0,1,0,4,0.148,0.148,0.185,0.333,-7,5,0,0,2,0,0,Right,No
30,1981,P,John Montefusco,31,26,15,15,1,1,1,0,0,0,0,0,0,9,0.067,0.067,0.133,0.2,-45,2,0,0,0,0,0,Right,No
31,1981,P,Rick Camp,28,48,13,12,1,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
32,1981,P,Larry McWilliams,27,6,12,10,0,1,0,0,0,0,0,0,1,7,0.1,0.182,0.1,0.282,-19,1,0,0,1,0,0,Left,No
33,1981,P,Bob Walk,24,12,10,7,1,1,0,0,0,0,0,0,0,3,0.143,0.143,0.143,0.286,-19,1,0,0,3,0,0,Right,No
34,1981,P,Preston Hanna,26,20,5,4,0,1,0,0,0,0,0,0,1,0,0.25,0.4,0.25,0.65,86,1,0,0,0,0,0,Right,No
35,1981,P,Gene Garber,33,35,5,5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,1981,P,Steve Bedrosian,23,15,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,1981,P,Rick Matula,27,5,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,1981,P,Al Hrabosky,31,24,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
39,1981,P,Larry Bradford,31,25,1,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,464,1,0,0,0,0,0,Right,No
40,1981,P,José Álvarez,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1980,C,Bruce Benedict,24,120,402,359,18,91,14,1,2,34,3,3,28,36,0.253,0.308,0.315,0.623,73,113,11,1,13,1,8,Right,No
2,1980,1B,Chris Chambliss,31,158,663,602,83,170,37,2,18,72,7,3,49,73,0.282,0.338,0.44,0.779,114,265,11,4,2,4,6,Left,No
3,1980,2B,Glenn Hubbard,22,117,487,431,55,107,21,3,9,43,7,5,49,69,0.248,0.322,0.374,0.695,92,161,7,0,2,5,2,Right,No
4,1980,SS,Luis Gómez,28,121,307,278,18,53,6,0,0,24,0,4,17,27,0.191,0.239,0.212,0.451,26,59,9,1,10,1,2,Right,No
5,1980,3B,Bob Horner,22,124,495,463,81,124,14,1,35,89,3,1,27,50,0.268,0.307,0.529,0.836,127,245,16,1,0,4,3,Right,No
6,1980,LF,Jeff Burroughs,29,99,318,278,35,73,14,0,13,51,1,1,35,57,0.263,0.347,0.453,0.8,120,126,4,2,1,2,6,Right,No
7,1980,CF,Dale Murphy,24,156,634,569,98,160,27,2,33,89,9,6,59,133,0.281,0.349,0.51,0.858,135,290,8,1,2,2,9,Right,No
8,1980,RF,Gary Matthews,29,155,619,571,79,159,17,3,19,75,11,3,42,93,0.278,0.325,0.419,0.744,104,239,16,0,1,5,2,Right,No
9,1980,UT,Jerry Royster,27,123,435,392,42,95,17,5,1,20,22,13,37,48,0.242,0.309,0.319,0.627,74,125,6,1,4,1,1,Right,No
10,1980,IF,Larvell Blanks,30,88,243,221,23,45,6,0,2,12,1,2,16,27,0.204,0.255,0.258,0.513,42,57,6,0,4,2,1,Right,No
11,1980,OF,Brian Asselstine,26,87,235,218,18,62,13,1,3,25,1,3,11,37,0.284,0.318,0.394,0.712,96,86,9,1,2,3,3,Left,No
12,1980,SS,Rafael Ramirez,22,50,174,165,17,44,6,1,2,11,2,1,2,33,0.267,0.292,0.352,0.644,77,58,2,4,3,0,0,Right,No
13,1980,C,Bill Nahorodny,26,59,167,157,14,38,12,0,5,18,0,2,8,21,0.242,0.287,0.414,0.701,92,65,5,2,0,0,1,Right,No
14,1980,UT,Mike Lum,34,93,103,83,7,17,3,0,0,5,0,0,18,19,0.205,0.343,0.241,0.584,64,20,3,0,1,1,3,Left,No
15,1980,C,Biff Pocoroba,26,70,96,83,7,22,4,0,2,8,1,0,11,11,0.265,0.347,0.386,0.733,103,32,2,0,1,1,0,Right,Yes
16,1980,OF,Terry Harper,24,21,61,54,3,10,2,1,0,3,2,1,6,5,0.185,0.279,0.259,0.538,50,14,1,1,0,0,0,Right,No
17,1980,OF,Charlie Spikes,29,41,40,36,6,10,1,0,0,2,0,0,3,18,0.278,0.35,0.306,0.656,83,11,0,1,0,0,2,Right,No
18,1980,IF,Chico Ruiz,28,25,29,26,3,8,2,1,0,2,0,1,3,7,0.308,0.379,0.462,0.841,132,12,0,0,0,0,0,Right,No
19,1980,C,Joe Nolan,29,17,24,22,2,6,1,0,0,2,0,0,2,4,0.273,0.333,0.318,0.652,81,7,1,0,0,0,0,Left,No
20,1980,OF,Eddie Miller,23,11,19,19,3,3,0,0,0,0,1,2,0,5,0.158,0.158,0.158,0.316,-12,3,0,0,0,0,0,Right,Yes
21,1980,OF,Gary Cooper,23,21,2,2,3,0,0,0,0,0,2,1,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,Yes
22,1980,P,Phil Niekro,41,40,96,90,2,12,5,0,0,5,0,0,1,19,0.133,0.143,0.189,0.332,-9,17,2,0,5,0,0,Right,No
23,1980,P,Doyle Alexander,29,35,89,83,7,15,3,0,0,3,0,0,3,24,0.181,0.209,0.217,0.426,18,18,1,0,3,0,0,Right,No
24,1980,P,Tommy Boggs,24,32,70,63,2,10,0,0,0,2,0,0,0,22,0.159,0.156,0.159,0.315,-13,10,3,0,6,1,0,Right,No
25,1980,P,Rick Matula,26,33,64,57,0,6,0,0,0,0,0,0,2,25,0.105,0.136,0.105,0.241,-32,6,0,0,5,0,0,Right,No
26,1980,P,Larry McWilliams,26,30,60,51,3,8,0,0,0,1,0,0,5,24,0.157,0.232,0.157,0.389,10,8,0,0,4,0,0,Left,No
27,1980,P,Preston Hanna,25,32,14,14,1,2,0,1,0,0,0,0,0,3,0.143,0.143,0.286,0.429,16,4,0,0,0,0,0,Right,No
28,1980,P,Rick Camp,27,77,9,9,0,1,1,0,0,0,0,0,0,6,0.111,0.111,0.222,0.333,-10,2,0,0,0,0,0,Right,No
29,1980,P,Larry Bradford,30,56,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,1,0,0,0,0,Right,No
30,1980,P,Gene Garber,32,68,2,2,0,1,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1.0,178,1,0,0,0,0,0,Right,No
31,1980,P,Al Hrabosky,30,45,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
32,1980,P,Rick Mahler,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1979,C,Bruce Benedict,23,76,242,204,14,46,11,0,0,15,1,3,33,18,0.225,0.331,0.279,0.61,64,57,4,0,2,2,3,Right,No
2,1979,1B,Dale Murphy,23,104,429,384,53,106,7,2,21,57,6,1,38,67,0.276,0.34,0.469,0.809,113,180,12,2,0,5,5,Right,No
3,1979,2B,Glenn Hubbard,21,97,357,325,34,75,12,0,3,29,0,6,27,43,0.231,0.29,0.295,0.586,56,96,3,1,2,2,2,Right,No
4,1979,SS,Pepe Frías,30,140,510,475,41,123,18,4,1,44,3,2,20,36,0.259,0.29,0.32,0.61,62,152,13,2,10,3,5,Right,No
5,1979,3B,Bob Horner,21,121,515,487,66,153,15,1,33,98,0,2,22,74,0.314,0.346,0.552,0.898,135,269,9,3,0,3,6,Right,No
6,1979,LF,Jeff Burroughs,28,116,475,397,49,89,14,1,11,47,2,2,73,75,0.224,0.347,0.348,0.695,86,138,14,3,0,2,7,Right,No
7,1979,CF,Rowland Office,26,124,307,277,35,69,14,2,2,37,5,4,27,33,0.249,0.32,0.336,0.656,75,93,5,2,1,0,2,Left,No
8,1979,RF,Gary Matthews,28,156,695,631,97,192,34,5,27,90,18,6,60,75,0.304,0.363,0.502,0.865,128,317,6,0,1,3,5,Right,No
9,1979,IF,Jerry Royster,26,154,676,601,103,164,25,6,3,51,35,8,62,59,0.273,0.337,0.349,0.687,83,210,8,0,6,7,0,Right,No
10,1979,OF,Barry Bonnell,25,127,412,375,47,97,20,3,12,45,8,7,26,55,0.259,0.311,0.424,0.735,94,159,10,3,7,1,2,Right,No
11,1979,C,Joe Nolan,28,89,261,230,28,57,9,3,4,21,1,3,27,28,0.248,0.333,0.365,0.699,86,84,5,3,0,1,3,Left,No
12,1979,1B,Mike Lum,33,111,242,217,27,54,6,0,6,27,0,2,18,34,0.249,0.304,0.359,0.663,76,78,7,0,5,2,1,Left,No
13,1979,SS,Darrel Chaney,31,63,137,117,15,19,5,0,0,10,2,1,19,34,0.162,0.277,0.205,0.483,31,24,2,0,0,1,2,Right,Yes
14,1979,CF,Eddie Miller,22,27,123,113,12,35,1,0,0,5,15,2,5,24,0.31,0.35,0.319,0.669,79,36,1,2,3,0,1,Right,Yes
15,1979,OF,Charlie Spikes,28,66,100,93,12,26,8,0,3,21,0,0,5,30,0.28,0.31,0.462,0.772,103,43,3,0,0,2,1,Right,No
16,1979,C,Biff Pocoroba,25,28,46,38,6,12,4,0,0,4,1,1,7,0,0.316,0.422,0.421,0.843,125,16,2,0,1,0,1,Right,Yes
17,1979,OF,Larry Whisenton,22,13,41,37,3,9,2,1,0,1,1,0,3,3,0.243,0.3,0.351,0.651,73,13,1,0,1,0,0,Left,No
18,1979,1B,Bob Beall,31,17,19,15,1,2,2,0,0,1,0,0,3,4,0.133,0.263,0.267,0.53,41,4,0,0,0,1,0,Right,Yes
19,1979,3B,Mike Macha,25,6,14,13,2,2,0,0,0,1,0,0,1,5,0.154,0.214,0.154,0.368,0,2,0,0,0,0,0,Right,No
20,1979,LF,Brian Asselstine,25,8,11,10,1,1,0,0,0,0,0,0,1,2,0.1,0.182,0.1,0.282,-23,1,1,0,0,0,1,Left,No
21,1979,2B,Jim Wessinger,23,10,8,7,2,0,0,0,0,0,0,0,1,4,0.0,0.125,0.0,0.125,-64,0,0,0,0,0,0,Right,No
22,1979,P,Phil Niekro,40,44,134,123,10,24,6,0,0,12,0,0,1,19,0.195,0.213,0.244,0.457,21,30,1,2,7,1,0,Right,No
23,1979,P,Eddie Solomon,28,32,68,64,3,13,3,0,0,4,0,0,1,16,0.203,0.215,0.25,0.465,23,16,1,0,3,0,0,Right,No
24,1979,P,Rick Matula,25,28,60,53,1,5,0,0,0,0,0,0,1,23,0.094,0.111,0.094,0.205,-45,5,2,0,6,0,0,Right,No
25,1979,P,Tony Brizzolara,22,20,39,35,1,1,0,0,0,1,0,0,2,14,0.029,0.079,0.029,0.108,-70,1,0,0,1,1,0,Right,No
26,1979,P,Mickey Mahler,26,26,29,27,0,3,1,0,0,3,0,0,1,5,0.111,0.143,0.148,0.291,-22,4,1,0,1,0,0,Right,Yes
27,1979,P,Larry McWilliams,25,13,28,24,4,5,2,0,0,1,0,0,1,14,0.208,0.231,0.292,0.522,38,7,0,0,2,1,0,Left,No
28,1979,P,Gene Garber,31,68,15,10,0,3,0,0,0,1,0,0,3,4,0.3,0.462,0.3,0.762,107,3,0,0,2,0,0,Right,No
29,1979,P,Joey McLaughlin,22,37,11,11,0,2,1,0,0,0,0,0,0,4,0.182,0.182,0.273,0.455,19,3,1,0,0,0,0,Right,No
30,1979,P,Preston Hanna,24,6,7,6,1,0,0,0,0,0,0,0,1,5,0.0,0.143,0.0,0.143,-58,0,0,0,0,0,0,Right,No
31,1979,P,Adrian Devine,27,40,7,7,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
32,1979,P,Bo McLaughlin,25,37,6,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
33,1979,P,Craig Skok,31,44,4,3,0,0,0,0,0,0,0,0,1,2,0.0,0.25,0.0,0.25,-27,0,0,0,0,0,0,Right,No
34,1979,P,Tommy Boggs,23,3,4,4,1,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,34,1,0,0,0,0,0,Right,No
35,1979,P,Rick Mahler,25,15,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,167,1,0,0,0,0,0,Right,No
36,1979,P,Frank LaCorte,27,6,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,1979,P,Larry Bradford,29,21,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,1979,P,Jamie Easterly,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,1978,C,Biff Pocoroba,24,92,327,289,21,70,8,0,6,34,0,3,29,14,0.242,0.312,0.332,0.644,72,96,15,2,3,4,6,Right,Yes
2,1978,1B,Dale Murphy,22,151,583,530,66,120,14,3,23,79,11,7,42,145,0.226,0.284,0.394,0.679,80,209,15,3,3,5,3,Right,No
3,1978,2B,Jerry Royster,25,140,600,529,67,137,17,8,2,35,27,17,56,49,0.259,0.331,0.333,0.664,78,176,9,3,8,4,2,Right,No
4,1978,SS,Darrel Chaney,30,89,274,245,27,55,9,1,3,20,1,0,25,48,0.224,0.295,0.306,0.601,61,75,1,0,3,1,7,Right,Yes
5,1978,3B,Bob Horner,20,89,359,323,50,86,17,1,23,63,0,0,24,42,0.266,0.313,0.539,0.852,124,174,7,2,1,9,2,Right,No
6,1978,LF,Jeff Burroughs,27,153,611,488,72,147,30,6,23,77,1,2,117,92,0.301,0.432,0.529,0.961,156,258,16,0,0,6,12,Right,No
7,1978,CF,Rowland Office,25,146,439,404,40,101,13,1,9,40,8,6,22,52,0.25,0.297,0.354,0.651,73,143,8,6,4,3,2,Left,No
8,1978,RF,Gary Matthews,27,129,542,474,75,135,20,5,18,62,8,7,61,92,0.285,0.366,0.462,0.828,120,219,16,2,1,4,2,Right,No
9,1978,IF,Rod Gilbreath,25,116,356,326,22,80,13,3,3,31,7,6,26,51,0.245,0.3,0.331,0.632,69,108,6,0,3,1,3,Right,No
10,1978,CF,Barry Bonnell,24,117,326,304,36,73,11,3,1,16,12,6,20,30,0.24,0.287,0.306,0.593,59,93,15,0,2,0,1,Right,No
11,1978,C,Joe Nolan,27,95,249,213,22,49,7,3,4,22,3,2,34,28,0.23,0.339,0.347,0.686,84,74,3,1,1,0,5,Left,No
12,1978,1B,Bob Beall,30,108,225,185,29,45,8,0,1,16,4,5,36,27,0.243,0.368,0.303,0.67,81,56,4,1,2,1,0,Right,Yes
13,1978,2B,Glenn Hubbard,20,44,179,163,15,42,4,0,2,13,2,1,10,20,0.258,0.309,0.319,0.628,68,52,2,2,4,0,1,Right,No
14,1978,SS,Pat Rockett,23,55,157,142,6,20,2,0,0,4,1,2,13,12,0.141,0.212,0.155,0.366,0,22,6,0,1,1,3,Right,No
15,1978,UT,Cito Gaston,34,60,124,118,5,27,1,0,1,9,0,0,3,20,0.229,0.244,0.263,0.507,36,31,4,0,1,2,0,Right,No
16,1978,RF,Brian Asselstine,24,39,122,103,11,28,3,3,2,13,2,1,11,16,0.272,0.339,0.417,0.756,101,43,1,2,1,5,1,Left,No
17,1978,C,Bruce Benedict,22,22,58,52,3,13,2,0,0,1,0,0,6,6,0.25,0.328,0.288,0.616,66,15,0,0,0,0,2,Right,No
18,1978,IF,Chico Ruiz,26,18,48,46,3,13,3,0,0,2,0,0,2,4,0.283,0.313,0.348,0.66,76,16,1,0,0,0,1,Right,No
19,1978,OF,Eddie Miller,21,6,24,21,5,3,1,0,0,2,3,0,2,4,0.143,0.25,0.19,0.44,19,4,0,1,0,0,0,Right,Yes
20,1978,RF,Larry Whisenton,21,6,17,16,1,3,1,0,0,2,0,0,1,2,0.188,0.235,0.25,0.485,30,4,0,0,0,0,0,Left,No
21,1978,3B,Jerry Maddox,24,7,15,14,1,3,0,0,0,1,0,0,1,2,0.214,0.267,0.214,0.481,30,3,1,0,0,0,0,Right,No
22,1978,1B,Tom Paciorek,31,5,9,9,2,3,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,79,3,0,0,0,0,0,Right,No
23,1978,1B,Hank Small,24,1,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,0,0,0,0,Right,No
24,1978,IF,Rob Belloir,29,2,1,1,0,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,684,2,0,0,0,0,0,Right,No
25,1978,P,Phil Niekro,39,45,129,120,5,27,4,0,0,10,0,0,3,25,0.225,0.248,0.258,0.506,36,31,3,1,4,1,0,Right,No
26,1978,P,Preston Hanna,23,29,52,49,4,9,0,1,1,1,0,0,1,18,0.184,0.2,0.286,0.486,29,14,1,0,2,0,0,Right,No
27,1978,P,Mickey Mahler,25,34,47,41,4,4,0,0,0,1,0,0,1,8,0.098,0.119,0.098,0.217,-41,4,1,0,5,0,0,Right,Yes
28,1978,P,Larry McWilliams,24,15,36,32,1,2,0,1,0,0,0,0,0,19,0.063,0.063,0.125,0.188,-51,4,0,0,4,0,0,Left,No
29,1978,P,Eddie Solomon,27,38,30,29,2,4,0,0,0,1,0,0,0,8,0.138,0.167,0.138,0.305,-18,4,3,1,0,0,0,Right,No
30,1978,P,Dick Ruthven,27,13,27,24,0,2,0,0,0,0,0,0,0,11,0.083,0.083,0.083,0.167,-55,2,0,0,3,0,0,Right,No
31,1978,P,Jamie Easterly,25,37,21,19,1,4,1,0,0,1,0,0,1,5,0.211,0.25,0.263,0.513,37,5,1,0,1,0,0,Left,No
32,1978,P,Tommy Boggs,22,16,19,18,1,3,0,0,1,1,0,0,0,4,0.167,0.167,0.333,0.5,31,6,0,0,1,0,0,Right,No
33,1978,P,Adrian Devine,26,31,12,11,0,1,0,0,0,1,0,0,0,2,0.091,0.091,0.091,0.182,-51,1,0,0,1,0,0,Right,No
34,1978,P,Gene Garber,30,44,12,11,1,1,0,0,0,0,0,0,1,5,0.091,0.167,0.091,0.258,-29,1,0,0,0,0,0,Right,No
35,1978,P,Rick Camp,25,42,10,8,1,0,0,0,0,0,0,0,1,5,0.0,0.111,0.0,0.111,-68,0,0,0,1,0,0,Right,No
36,1978,P,Jim Bouton,39,5,8,7,0,0,0,0,0,0,0,0,1,1,0.0,0.125,0.0,0.125,-64,0,0,0,0,0,0,Right,No
37,1978,P,Craig Skok,30,43,8,8,1,2,1,0,0,0,0,0,0,3,0.25,0.25,0.375,0.625,65,3,0,0,0,0,0,Right,No
38,1978,P,Frank LaCorte,26,2,5,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
39,1978,P,Duane Theiss,24,3,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
40,1978,P,Mike Davey,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,1978,P,Dave Campbell,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
